Numero,Titulo,Autor,Co-autor,Ano-de-Publicacao,Titulo-original,Tradutor,Co-tradutor,Ano-de-edicao,alias,Autor2-alias,Tradutor1-alias,Tradutor2-alias,Titulo-link,Capa,pags,Capa-link,Serie,anterior,seguinte,Livro-isfdb,Livro-isfdb-original,Livro-bibliowiki
439,As Naves de Madeira 1º volume,Bob Shaw,,1994,The Wooden Spaceships,António Porto,,1987,Bob-Shaw,,Antonio-Porto,,439-As-Naves-de-Madeira-1-volume,,,,The Ragged Astronauts / Land and Overland,438-O-Xadrez-do-Tempo,440-As-Naves-de-Madeira-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373818,http://www.isfdb.org/cgi-bin/title.cgi?5146,"/index.php/As_Naves_de_Madeira_(LdB,_1994,_1%C2%BA_volume)"
440,As Naves de Madeira 2º volume,Bob Shaw,,1994,The Wooden Spaceships,António Porto,,1987,Bob-Shaw,,Antonio-Porto,,440-As-Naves-de-Madeira-2-volume,,,,The Ragged Astronauts / Land and Overland,439-As-Naves-de-Madeira-1-volume,441-Os-Jogadores-de-Tita,http://www.isfdb.org/cgi-bin/pl.cgi?373819,http://www.isfdb.org/cgi-bin/title.cgi?5146,"/index.php/As_Naves_de_Madeira_(LdB,_1994,_2%C2%BA_volume)"
441,Os Jogadores de Titã,Philip K Dick,,1994,The Game-Players of Titan,António Porto,,1963,Philip-K-Dick,,Antonio-Porto,,441-Os-Jogadores-de-Tita,,220,,,440-As-Naves-de-Madeira-2-volume,442-Mundo-Adormecido,http://www.isfdb.org/cgi-bin/pl.cgi?373850,http://www.isfdb.org/cgi-bin/title.cgi?1575,/index.php/Os_Jogadores_de_Tit%C3%A3
442,Mundo Adormecido,Gordon R Dickson,,1994,Sleepwalker's World,J Santos Tavares,,1971,Gordon-R-Dickson,,J-Santos-Tavares,,442-Mundo-Adormecido,António Pedro,205,Antonio-Pedro,,441-Os-Jogadores-de-Tita,443-Doutor-Mirabilis-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373849,http://www.isfdb.org/cgi-bin/title.cgi?3746,/index.php/Mundo_Adormecido
443,Doutor Mirabilis 1º volume,James Blish,,1994,Doctor Mirabilis,António Porto,,1964,James-Blish,,Antonio-Porto,,443-Doutor-Mirabilis-1-volume,António Pedro,224,Antonio-Pedro,After Such Knowledge,442-Mundo-Adormecido,444-Doutor-Mirabilis-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373822,http://www.isfdb.org/cgi-bin/title.cgi?2102,"/index.php/Doutor_Mirabilis_(LdB,_1994,_1%C2%BA_volume)"
444,Doutor Mirabilis 2º volume,James Blish,,1994,Doctor Mirabilis,António Porto,,1964,James-Blish,,Antonio-Porto,,444-Doutor-Mirabilis-2-volume,António Pedro,216,Antonio-Pedro,After Such Knowledge,443-Doutor-Mirabilis-1-volume,445-Um-Demonio-no-Cerebro,http://www.isfdb.org/cgi-bin/pl.cgi?373823,http://www.isfdb.org/cgi-bin/title.cgi?2102,"/index.php/Doutor_Mirabilis_(LdB,_1994,_2%C2%BA_volume)"
445,Um Demónio no Cérebro,Frederik Pohl,,1994,A Plague of Pythons,J Santos Tavares,,1964,Frederik-Pohl,,J-Santos-Tavares,,445-Um-Demonio-no-Cerebro,,,,,444-Doutor-Mirabilis-2-volume,446-O-Universo-de-Morton,http://www.isfdb.org/cgi-bin/pl.cgi?373825,http://www.isfdb.org/cgi-bin/title.cgi?1384,/index.php/Um_Dem%C3%B3nio_no_C%C3%A9rebro
446,O Universo de Morton,A E Van Vogt,,1994,The Universe Maker,António Porto,,1953,A-E-Van-Vogt,,Antonio-Porto,,446-O-Universo-de-Morton,,,,,445-Um-Demonio-no-Cerebro,447-Os-Mundos-Fugitivos-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373826,http://www.isfdb.org/cgi-bin/title.cgi?794,/index.php/O_Universo_de_Morton
447,Os Mundos Fugitivos 1º volume,Bob Shaw,,1994,The Fugitive Worlds,António Porto,,1989,Bob-Shaw,,Antonio-Porto,,447-Os-Mundos-Fugitivos-1-volume,,,,The Ragged Astronauts / Land and Overland,446-O-Universo-de-Morton,448-Os-Mundos-Fugitivos-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373827,http://www.isfdb.org/cgi-bin/title.cgi?5147,"/index.php/Os_Mundos_Fugitivos_(LdB,_1994,_1%C2%BA_volume)"
448,Os Mundos Fugitivos 2º volume,Bob Shaw,,1994,The Fugitive Worlds,António Porto,,1989,Bob-Shaw,,Antonio-Porto,,448-Os-Mundos-Fugitivos-2-volume,,,,The Ragged Astronauts / Land and Overland,447-Os-Mundos-Fugitivos-1-volume,449-Contos-Galacticos,http://www.isfdb.org/cgi-bin/pl.cgi?373824,http://www.isfdb.org/cgi-bin/title.cgi?5147,"/index.php/Os_Mundos_Fugitivos_(LdB,_1994,_2%C2%BA_volume)"
449,Contos Galácticos,James Blish,,1994,Galactic Cluster,António Porto,,1959,James-Blish,,Antonio-Porto,,449-Contos-Galacticos,António Pedro,187,Antonio-Pedro,,448-Os-Mundos-Fugitivos-2-volume,450-A-Incrivel-Invasao,http://www.isfdb.org/cgi-bin/pl.cgi?373829,http://www.isfdb.org/cgi-bin/title.cgi?37661,/index.php/Contos_Gal%C3%A1cticos
450,A Incrível Invasão,Lester del Rey,,1995,Siege Perilous,António Porto,,1966,Lester-del-Rey,,Antonio-Porto,,450-A-Incrivel-Invasao,,,,,449-Contos-Galacticos,451-Roderick-à-Solta-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373830,http://www.isfdb.org/cgi-bin/title.cgi?1023356,/index.php/A_Incr%C3%ADvel_Invas%C3%A3o
451,Roderick à Solta 1º volume,John Sladek,,1995,Roderick at Random,António Porto,,1983,John-Sladek,,Antonio-Porto,,451-Roderick-à-Solta-1-volume,,,,Roderick,450-A-Incrivel-Invasao,452-Roderick-à-Solta-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373833,http://www.isfdb.org/cgi-bin/title.cgi?1288,"/index.php/Roderick_%C3%A0_Solta_(LdB,_1995,_1%C2%BA_volume)"
452,Roderick à Solta 2º volume,John Sladek,,1995,Roderick at Random,António Porto,,1983,John-Sladek,,Antonio-Porto,,452-Roderick-à-Solta-2-volume,,,,Roderick,451-Roderick-à-Solta-1-volume,453-Dare-a-Colonia-Perdida,http://www.isfdb.org/cgi-bin/pl.cgi?373831,http://www.isfdb.org/cgi-bin/title.cgi?1288,"/index.php/Roderick_%C3%A0_Solta_(LdB,_1995,_2%C2%BA_volume)"
453,Dare a Colónia Perdida,Philip José Farmer,,1995,Dare,António Porto,,1965,Philip-Jose-Farmer,,Antonio-Porto,,453-Dare-a-Colonia-Perdida,António Pedro,243,Antonio-Pedro,,452-Roderick-à-Solta-2-volume,454-A-Era-das-Aves,http://www.isfdb.org/cgi-bin/pl.cgi?373832,http://www.isfdb.org/cgi-bin/title.cgi?11917,"/index.php/Dare,_a_Col%C3%B3nia_Perdida"
454,A Era das Aves,James Blish,,1995,Midsummer Century,António Porto,,1972,James-Blish,,Antonio-Porto,,454-A-Era-das-Aves,António Pedro,178,Antonio-Pedro,,453-Dare-a-Colonia-Perdida,455-Tempos-Duros-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373834,http://www.isfdb.org/cgi-bin/title.cgi?2476862,/index.php/A_Era_das_Aves
455,Tempos Duros 1º volume,C J Cherryh,,1995,Heavy Time,Clarisse Tavares,,1991,C-J-Cherryh,,Clarisse-Tavares,,455-Tempos-Duros-1-volume,,,,,454-A-Era-das-Aves,456-Tempos-Duros-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373848,http://www.isfdb.org/cgi-bin/title.cgi?1803,"/index.php/Tempos_Duros_(LdB,_1995,_1%C2%BA_volume)"
456,Tempos Duros 2º volume,C J Cherryh,,1995,Heavy Time,Clarisse Tavares,,1991,C-J-Cherryh,,Clarisse-Tavares,,456-Tempos-Duros-2-volume,,,,,455-Tempos-Duros-1-volume,457-Outros-Dias-Outros-Olhos,http://www.isfdb.org/cgi-bin/pl.cgi?373836,http://www.isfdb.org/cgi-bin/title.cgi?1803,"/index.php/Tempos_Duros_(LdB,_1995,_2%C2%BA_volume)"
457,Outros Dias Outros Olhos,Bob Shaw,,1995,Other Days Other Eyes,Clarisse Tavares,,1972,Bob-Shaw,,Clarisse-Tavares,,457-Outros-Dias-Outros-Olhos,,,,,456-Tempos-Duros-2-volume,458-A-Cancao-dos-Dragoes,http://www.isfdb.org/cgi-bin/pl.cgi?373837,http://www.isfdb.org/cgi-bin/title.cgi?1428,"/index.php/Outros_Dias,_Outros_Olhos"
458,A Canção dos Dragões,Anne McCaffrey,,1995,Dragonsong,Raul Gonçalves,,1976,Anne-McCaffrey,,Raul-Goncalves,,458-A-Cancao-dos-Dragoes,,,,Dragonriders of Pern,457-Outros-Dias-Outros-Olhos,459-Os-Cantores-do-Tempo-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373838,http://www.isfdb.org/cgi-bin/title.cgi?2060,/index.php/A_Can%C3%A7%C3%A3o_dos_Drag%C3%B5es
459,Os Cantores do Tempo 1º volume,Frederik Pohl,Jack Williamson,1995,The Singers of Time,Clarisse Tavares,,1991,Frederik-Pohl,Jack-Williamson,Clarisse-Tavares,,459-Os-Cantores-do-Tempo-1-volume,,,,,458-A-Cancao-dos-Dragoes,460-Os-Cantores-do-Tempo-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373843,http://www.isfdb.org/cgi-bin/title.cgi?3515,"/index.php/Os_Cantores_do_Tempo_(LdB,_1995,_1%C2%BA_volume)"
460,Os Cantores do Tempo 2º volume,Frederik Pohl,Jack Williamson,1995,The Singers of Time,Clarisse Tavares,,1991,Frederik-Pohl,Jack-Williamson,Clarisse-Tavares,,460-Os-Cantores-do-Tempo-2-volume,,,,,459-Os-Cantores-do-Tempo-1-volume,461-O-Fogo-e-a-Noite,http://www.isfdb.org/cgi-bin/pl.cgi?373840,http://www.isfdb.org/cgi-bin/title.cgi?3515,"/index.php/Os_Cantores_do_Tempo_(LdB,_1995,_2%C2%BA_volume)"
461,O Fogo e a Noite,Philip José Farmer,,1995,Fire and the Night,Raul Gonçalves,,1962,Philip-Jose-Farmer,,Raul-Goncalves,,461-O-Fogo-e-a-Noite,António Pedro,186,Antonio-Pedro,,460-Os-Cantores-do-Tempo-2-volume,462-As-Estrelas-Como-Palco,http://www.isfdb.org/cgi-bin/pl.cgi?373828,http://www.isfdb.org/cgi-bin/title.cgi?110739,/index.php/O_Fogo_e_a_Noite
462,As Estrelas Como Palco,James Blish,,1996,And All the Stars a Stage,J Santos Tavares,,1971,James-Blish,,J-Santos-Tavares,,462-As-Estrelas-Como-Palco,,,,,461-O-Fogo-e-a-Noite,463-Os-ultimos-Dias-da-Terra-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373839,http://www.isfdb.org/cgi-bin/title.cgi?40042,/index.php/As_Estrelas_Como_Palco
463,Os Últimos Dias da Terra 1º volume,Brian Aldiss,,1996,The Long Afternoon of Earth,Clarisse Tavares,,1962,Brian-Aldiss,,Clarisse-Tavares,,463-Os-ultimos-Dias-da-Terra-1-volume,,,,,462-As-Estrelas-Como-Palco,464-Os-ultimos-Dias-da-Terra-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373841,http://www.isfdb.org/cgi-bin/title.cgi?186583,"/index.php/Os_%C3%9Altimos_Dias_da_Terra_(LdB,_1996,_1%C2%BA_volume)"
464,Os Últimos Dias da Terra 2º volume,Brian Aldiss,,1996,The Long Afternoon of Earth,Clarisse Tavares,,1962,Brian-Aldiss,,Clarisse-Tavares,,464-Os-ultimos-Dias-da-Terra-2-volume,,,,,463-Os-ultimos-Dias-da-Terra-1-volume,465-As-Luzes-do-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373842,http://www.isfdb.org/cgi-bin/title.cgi?186583,"/index.php/Os_%C3%9Altimos_Dias_da_Terra_(LdB,_1996,_2%C2%BA_volume)"
465,As Luzes do Espaço,Bob Shaw,,1996,Night Walk,Clarisse Tavares,,1967,Bob-Shaw,,Clarisse-Tavares,,465-As-Luzes-do-Espaco,,,,,464-Os-ultimos-Dias-da-Terra-2-volume,466-Ilhas-no-Ceu,http://www.isfdb.org/cgi-bin/pl.cgi?373845,http://www.isfdb.org/cgi-bin/title.cgi?5132,/index.php/As_Luzes_do_Espa%C3%A7o
466,Ilhas no Céu,Arthur C Clarke,,1996,Islands in the Sky,Clarisse Tavares,,1952,Arthur-C-Clarke,,Clarisse-Tavares,,466-Ilhas-no-Ceu,,,,,465-As-Luzes-do-Espaco,467-A-Cantora-dos-Dragoes-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373846,http://www.isfdb.org/cgi-bin/title.cgi?11176,/index.php/Ilhas_no_C%C3%A9u
467,A Cantora dos Dragões 1º volume,Anne McCaffrey,,1996,Dragonsinger,Raul Gonçalves,,1977,Anne-McCaffrey,,Raul-Goncalves,,467-A-Cantora-dos-Dragoes-1-volume,,,,Dragonriders of Pern,466-Ilhas-no-Ceu,468-A-Cantora-dos-Dragoes-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373844,http://www.isfdb.org/cgi-bin/title.cgi?2061,"/index.php/A_Cantora_dos_Drag%C3%B5es_(LdB,_1996,_1%C2%BA_volume)"
468,A Cantora dos Dragões 2º volume,Anne McCaffrey,,1996,Dragonsinger,Raul Gonçalves,,1977,Anne-McCaffrey,,Raul-Goncalves,,468-A-Cantora-dos-Dragoes-2-volume,,,,Dragonriders of Pern,467-A-Cantora-dos-Dragoes-1-volume,469-As-Vozes-do-Ceu-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373847,http://www.isfdb.org/cgi-bin/title.cgi?2061,"/index.php/A_Cantora_dos_Drag%C3%B5es_(LdB,_1996,_2%C2%BA_volume)"
469,As Vozes do Céu 1º volume,Frederik Pohl,,1996,The Voices of Heaven,J Santos Tavares,,1994,Frederik-Pohl,,J-Santos-Tavares,,469-As-Vozes-do-Ceu-1-volume,,,,,468-A-Cantora-dos-Dragoes-2-volume,470-As-Vozes-do-Ceu-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373922,http://www.isfdb.org/cgi-bin/title.cgi?917,"/index.php/As_Vozes_do_C%C3%A9u_(LdB,_1996,_1%C2%BA_volume)"
470,As Vozes do Céu 2º volume,Frederik Pohl,,1996,The Voices of Heaven,J Santos Tavares,,1994,Frederik-Pohl,,J-Santos-Tavares,,470-As-Vozes-do-Ceu-2-volume,,,,,469-As-Vozes-do-Ceu-1-volume,471-Batalha-no-Cosmos,http://www.isfdb.org/cgi-bin/pl.cgi?373936,http://www.isfdb.org/cgi-bin/title.cgi?917,"/index.php/As_Vozes_do_C%C3%A9u_(LdB,_1996,_2%C2%BA_volume)"
471,Batalha no Cosmos,Gordon R Dickson,,1996,Naked to the Stars,Eurico da Fonseca,,1961,Gordon-R-Dickson,,Eurico-da-Fonseca,,471-Batalha-no-Cosmos,António Pedro,185,Antonio-Pedro,,470-As-Vozes-do-Ceu-2-volume,472-Fora-de-Jogo,http://www.isfdb.org/cgi-bin/pl.cgi?373935,http://www.isfdb.org/cgi-bin/title.cgi?3745,/index.php/Batalha_no_Cosmos
472,Fora de Jogo,Isidore Haiblum,,1996,Out of Sync,J Santos Tavares,,1990,Isidore-Haiblum,,J-Santos-Tavares,,472-Fora-de-Jogo,,,,,471-Batalha-no-Cosmos,473-Estranhos-Inimigos-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373921,http://www.isfdb.org/cgi-bin/title.cgi?17881,/index.php/Fora_de_Jogo_(Haiblum)
473,Estranhos Inimigos 1º volume,Robert Asprin,,1996,The Bug Wars,Eurico da Fonseca,,1979,Robert-Asprin,,Eurico-da-Fonseca,,473-Estranhos-Inimigos-1-volume,,,,,472-Fora-de-Jogo,474-Estranhos-Inimigos-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373934,http://www.isfdb.org/cgi-bin/title.cgi?2544,"/index.php/Estranhos_Inimigos_(LdB,_1996,_1%C2%BA_volume)"
474,Estranhos Inimigos 2º volume,Robert Asprin,,1996,The Bug Wars,Eurico da Fonseca,,1979,Robert-Asprin,,Eurico-da-Fonseca,,474-Estranhos-Inimigos-2-volume,,,,,473-Estranhos-Inimigos-1-volume,475-Alem-do-Inferno,http://www.isfdb.org/cgi-bin/pl.cgi?373933,http://www.isfdb.org/cgi-bin/title.cgi?2544,"/index.php/Estranhos_Inimigos_(LdB,_1996,_2%C2%BA_volume)"
475,Além do Inferno,Philip José Farmer,,1997,Inside Outside,Eurico da Fonseca,,1964,Philip-Jose-Farmer,,Eurico-da-Fonseca,,475-Alem-do-Inferno,António Pedro,179,Antonio-Pedro,,474-Estranhos-Inimigos-2-volume,476-Os-Tambores-dos-Dragoes,http://www.isfdb.org/cgi-bin/pl.cgi?373932,http://www.isfdb.org/cgi-bin/title.cgi?11925,/index.php/Al%C3%A9m_do_Inferno
476,Os Tambores dos Dragões,Anne McCaffrey,,1997,Dragondrums,Eduardo Saló,,1979,Anne-McCaffrey,,Eduardo-Salo,,476-Os-Tambores-dos-Dragoes,,,,Dragonriders of Pern,475-Alem-do-Inferno,477-A-Vinda-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373931,http://www.isfdb.org/cgi-bin/title.cgi?2065,/index.php/Os_Tambores_dos_Drag%C3%B5es
477,A Vinda do Futuro,Edmund Cooper,,1997,Tomorrow Came,Eurico da Fonseca,,1963,Edmund-Cooper,,Eurico-da-Fonseca,,477-A-Vinda-do-Futuro,,185,,,476-Os-Tambores-dos-Dragoes,478-A-Boneca-do-Destino-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373930,http://www.isfdb.org/cgi-bin/title.cgi?38435,/index.php/A_Vinda_do_Futuro
478,A Boneca do Destino 1º volume,Clifford D Simak,,1997,Destiny Doll,Clarisse Tavares,,1971,Clifford-D-Simak,,Clarisse-Tavares,,478-A-Boneca-do-Destino-1-volume,,,,,477-A-Vinda-do-Futuro,479-A-Boneca-do-Destino-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373929,http://www.isfdb.org/cgi-bin/title.cgi?23483,"/index.php/A_Boneca_do_Destino_(LdB,_1997,_1%C2%BA_volume)"
479,A Boneca do Destino 2º volume,Clifford D Simak,,1997,Destiny Doll,Clarisse Tavares,,1971,Clifford-D-Simak,,Clarisse-Tavares,,479-A-Boneca-do-Destino-2-volume,,,,,478-A-Boneca-do-Destino-1-volume,480-Renascimento,http://www.isfdb.org/cgi-bin/pl.cgi?373887,http://www.isfdb.org/cgi-bin/title.cgi?23483,"/index.php/A_Boneca_do_Destino_(LdB,_1997,_2%C2%BA_volume)"
480,Renascimento,Brian Aldiss,,1997,Earthworks,Clarisse Tavares,,1965,Brian-Aldiss,,Clarisse-Tavares,,480-Renascimento,,,,,479-A-Boneca-do-Destino-2-volume,481-Para-Alem-da-Porta-das-Estrelas-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373876,http://www.isfdb.org/cgi-bin/title.cgi?115,/index.php/Renascimento_(Aldiss)
481,Para Além da Porta das Estrelas 1º volume,Frederik Pohl,,1997,The Gateway Trip,Clarisse Tavares,,1990,Frederik-Pohl,,Clarisse-Tavares,,481-Para-Alem-da-Porta-das-Estrelas-1-volume,António Pedro,192,Antonio-Pedro,Heechee ,480-Renascimento,482-Para-Alem-da-Porta-das-Estrelas-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373873,http://www.isfdb.org/cgi-bin/title.cgi?12016,"/index.php/Para_Al%C3%A9m_da_Porta_das_Estrelas_(LdB,_1997,_1%C2%BA_volume)"
482,Para Além da Porta das Estrelas 2º volume,Frederik Pohl,,1997,The Gateway Trip,Clarisse Tavares,,1990,Frederik-Pohl,,Clarisse-Tavares,,482-Para-Alem-da-Porta-das-Estrelas-2-volume,António Pedro,184,Antonio-Pedro,Heechee ,481-Para-Alem-da-Porta-das-Estrelas-1-volume,483-As-Estrelas-sao-dos-Homens,http://www.isfdb.org/cgi-bin/pl.cgi?373865,http://www.isfdb.org/cgi-bin/title.cgi?12016,"/index.php/Para_Al%C3%A9m_da_Porta_das_Estrelas_(LdB,_1997,_2%C2%BA_volume)"
483,As Estrelas são dos Homens,James Blish,,1997,They Shall Have Stars,Alexandra Tavares,,1956,James-Blish,,Alexandra-Tavares,,483-As-Estrelas-sao-dos-Homens,António Pedro,180,Antonio-Pedro,,482-Para-Alem-da-Porta-das-Estrelas-2-volume,484-Os-Mutantes-vem-ai-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373862,http://www.isfdb.org/cgi-bin/title.cgi?1028,/index.php/As_Estrelas_s%C3%A3o_dos_Homens
484,Os Mutantes vêm aí! 1º volume,Isidore Haiblum,,1997,The Mutants Are Coming,Alexandra Tavares,,1984,Isidore-Haiblum,,Alexandra-Tavares,,484-Os-Mutantes-vem-ai-1-volume,,,,,483-As-Estrelas-sao-dos-Homens,485-Os-Mutantes-vem-ai-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373864,http://www.isfdb.org/cgi-bin/title.cgi?17882,"/index.php/Os_Mutantes_v%C3%AAm_a%C3%AD!_(LdB,_1997,_1%C2%BA_volume)"
485,Os Mutantes vêm aí! 2º volume,Isidore Haiblum,,1997,The Mutants Are Coming,Alexandra Tavares,,1984,Isidore-Haiblum,,Alexandra-Tavares,,485-Os-Mutantes-vem-ai-2-volume,,,,,484-Os-Mutantes-vem-ai-1-volume,486-Vivendo-no-Ceu,http://www.isfdb.org/cgi-bin/pl.cgi?373872,http://www.isfdb.org/cgi-bin/title.cgi?17882,"/index.php/Os_Mutantes_v%C3%AAm_a%C3%AD!_(LdB,_1997,_2%C2%BA_volume)"
486,Vivendo no Céu,James Blish,,1998,A Life for the Stars,Alexandra Tavares,,1962,James-Blish,,Alexandra-Tavares,,486-Vivendo-no-Ceu,António Pedro,185,Antonio-Pedro,,485-Os-Mutantes-vem-ai-2-volume,487-Cronicas-do-Fim-do-Mundo,http://www.isfdb.org/cgi-bin/pl.cgi?373863,http://www.isfdb.org/cgi-bin/title.cgi?1635,/index.php/Vivendo_no_C%C3%A9u
487,Crónicas do Fim do Mundo,Poul Anderson,,1998,The Horn of Time,A Maldonado Domingues,,1968,Poul-Anderson,,A-Maldonado-Domingues,,487-Cronicas-do-Fim-do-Mundo,,,,,486-Vivendo-no-Ceu,488-A-Terra-e-uma-Ideia-Boa-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373869,http://www.isfdb.org/cgi-bin/title.cgi?37719,/index.php/Cr%C3%B3nicas_do_Fim_do_Mundo
488,A Terra é uma Ideia Boa 1º volume,James Blish,,1998,Earthman Come Home,Alexandra Tavares,,1956,James-Blish,,Alexandra-Tavares,,488-A-Terra-e-uma-Ideia-Boa-1-volume,,,,,487-Cronicas-do-Fim-do-Mundo,489-A-Terra-e-uma-Ideia-Boa-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373867,http://www.isfdb.org/cgi-bin/title.cgi?2026,"/index.php/A_Terra_%C3%A9_uma_Ideia_Boa_(LdB,_1998,_1%C2%BA_volume)"
489,A Terra é uma Ideia Boa 2º volume,James Blish,,1998,Earthman Come Home,Alexandra Tavares,,1956,James-Blish,,Alexandra-Tavares,,489-A-Terra-e-uma-Ideia-Boa-2-volume,,,,,488-A-Terra-e-uma-Ideia-Boa-1-volume,490-A-arvore-da-Saliva,http://www.isfdb.org/cgi-bin/pl.cgi?373866,http://www.isfdb.org/cgi-bin/title.cgi?2026,"/index.php/A_Terra_%C3%A9_uma_Ideia_Boa_(LdB,_1998,_2%C2%BA_volume)"
490,A Árvore da Saliva,Brian Aldiss,,1998,The Saliva Tree,Alexandra Tavares,,1966,Brian-Aldiss,,Alexandra-Tavares,,490-A-arvore-da-Saliva,,,,,489-A-Terra-e-uma-Ideia-Boa-2-volume,491-O-Triunfo-do-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373868,http://www.isfdb.org/cgi-bin/title.cgi?37609,/index.php/A_%C3%81rvore_da_Saliva_(colect%C3%A2nea)
491,O Triunfo do Tempo,James Blish,,1998,The Triumph of Time,Alexandra Tavares,,1958,James-Blish,,Alexandra-Tavares,,491-O-Triunfo-do-Tempo,,,,,490-A-arvore-da-Saliva,492-No-Oceano-da-Noite-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373871,http://www.isfdb.org/cgi-bin/title.cgi?961,/index.php/O_Triunfo_do_Tempo
492,No Oceano da Noite 1º volume,Gregory Benford,,1998,In the Ocean of Night,Alexandra Tavares,,1976,Gregory-Benford,,Alexandra-Tavares,,492-No-Oceano-da-Noite-1-volume,,,,,491-O-Triunfo-do-Tempo,493-No-Oceano-da-Noite-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373879,http://www.isfdb.org/cgi-bin/title.cgi?1720,"/index.php/No_Oceano_da_Noite_(LdB,_1998,_1%C2%BA_volume)"
493,No Oceano da Noite 2º volume,Gregory Benford,,1998,In the Ocean of Night,Alexandra Tavares,,1976,Gregory-Benford,,Alexandra-Tavares,,493-No-Oceano-da-Noite-2-volume,,,,,492-No-Oceano-da-Noite-1-volume,494-Os-Cavalos-da-Noite-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373875,http://www.isfdb.org/cgi-bin/title.cgi?1720,"/index.php/No_Oceano_da_Noite_(LdB,_1998,_2%C2%BA_volume)"
494,Os Cavalos da Noite 1º volume,C J Cherryh,,1998,Cloud's Rider,Alexandra Tavares,,1996,C-J-Cherryh,,Alexandra-Tavares,,494-Os-Cavalos-da-Noite-1-volume,,,,,493-No-Oceano-da-Noite-2-volume,495-Os-Cavalos-da-Noite-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373874,http://www.isfdb.org/cgi-bin/title.cgi?3100,"/index.php/Os_Cavalos_da_Noite_(LdB,_1998,_1%C2%BA_volume)"
495,Os Cavalos da Noite 2º volume,C J Cherryh,,1998,Cloud's Rider,Alexandra Tavares,,1996,C-J-Cherryh,,Alexandra-Tavares,,495-Os-Cavalos-da-Noite-2-volume,,,,,494-Os-Cavalos-da-Noite-1-volume,496-Alem-do-Mar-dos-Sois-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373870,http://www.isfdb.org/cgi-bin/title.cgi?3100,"/index.php/Os_Cavalos_da_Noite_(LdB,_1998,_2%C2%BA_volume)"
496,Além do Mar dos Sóis 1º volume,Gregory Benford,,1998,Across the Sea of Suns,Alexandra Santos Tavares,,1984,Gregory-Benford,,Alexandra-Santos-Tavares,,496-Alem-do-Mar-dos-Sois-1-volume,,,,,495-Os-Cavalos-da-Noite-2-volume,497-Alem-do-Mar-dos-Sois-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373877,http://www.isfdb.org/cgi-bin/title.cgi?2478,"/index.php/Al%C3%A9m_do_Mar_dos_S%C3%B3is_(LdB,_1998,_1%C2%BA_volume)"
497,Além do Mar dos Sóis 2º volume,Gregory Benford,,1999,Across the Sea of Suns,Alexandra Santos Tavares,,1984,Gregory-Benford,,Alexandra-Santos-Tavares,,497-Alem-do-Mar-dos-Sois-2-volume,,,,,496-Alem-do-Mar-dos-Sois-1-volume,498-O-Enigma-de-Malacia-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373878,http://www.isfdb.org/cgi-bin/title.cgi?2478,"/index.php/Al%C3%A9m_do_Mar_dos_S%C3%B3is_(LdB,_1999,_2%C2%BA_volume)"
